dist,radius
0,inf
0.000214936,inf
0.000796371,0.031316257
0.000796371,0.001981235
0.001486116,0.015366533
0.00201873,1.254488541
0.004065998,0.019005696
0.008193002,0.06956318
0.008193002,0.042391173
0.012270834,0.013619572
0.01430115,0.142377941
0.021662338,0.081692954
0.043045897,0.133484463
0.043045897,0.677796942
0.079646627,1.011939853
0.129785262,1.352759695
0.190267279,1.518657822
0.255269366,1.525182629
0.255269366,1.625842258
0.320783655,1.737141784
0.382030899,2.419631576
0.43760907,3.928861738
0.487529375,17.72212712
0.487529375,2.197630398
0.534810055,1.631392125
0.58425476,1.899903576
0.639567368,2.954540841
0.702293395,16.09928344
0.702293395,5.17978226
0.772922794,3.669424679
0.850219686,3.552653258
0.93330797,4.011730067
1.019321963,6.110834104
1.019321963,44.80976258
1.105201498,12.17502531
1.187097499,3.769544654
1.263050985,2.512194482
1.333387798,2.031189944
1.333387798,1.697778377
1.398146629,1.610675398
1.455850098,1.640002073
1.505059278,1.688617108
1.543626944,1.566111604
1.543626944,1.268669179
1.572568422,1.172288739
1.595318313,1.709703112
1.614678383,14.5179857
1.634319754,0.720736649
1.634319754,0.383445856
1.65745137,0.378894125
1.686601126,0.524965891
1.720896926,0.791341658
1.755152115,1.237314728
1.755152115,3.413592103
1.785221967,34.21958136
1.807286352,6.14981196
1.821204707,9.012703472
1.831389419,0.436898726
1.831389419,0.190785666
1.842186655,0.175101737
1.858762154,0.287459663
1.88266259,0.537446911
1.911890711,0.787531304
1.911890711,1.273268157
1.949700641,1.873205302
1.998971755,4.691365215
2.066136013,17.5783743
2.161914379,22.86543898
2.161914379,12.17038018
2.285060094,11.92855964
2.427302438,13.70290255
2.574565445,14.79657741
2.70604739,13.06262439
2.70604739,9.065504004
2.809203724,6.03774952
2.874510759,2.266741967
2.905433322,0.841537388
2.918892664,0.406713691
2.918892664,0.211824332
2.931346024,0.100370389
2.943435375,0.136163472
2.951521188,0.716358774
2.956493276,0.097148214
2.956493276,0.065971957
2.963131964,0.076412962
2.973111039,0.269907243
2.986228407,1.180478662
3.002171491,0.633877821
3.002171491,0.421178698
3.018969727,0.360722917
3.034166314,0.287106959
3.047078635,0.240637482
3.057105945,0.204855794
3.057105945,0.146683607
3.064088524,0.109000678
3.068294336,0.05381559
3.070065291,0.022991028
3.071112225,0.146343546
3.071112225,0.020991788
3.07354766,0.023455025
3.07805604,0.059763497
3.082150507,1.423042406
3.082948542,0.028789063
3.082948542,0.143196709
3.090096735,0.408514538
3.110250078,0.991538108
3.143402743,1.926271286
3.187157032,1.816395789
3.187157032,1.278448827
3.235410316,0.849464699
3.276886483,0.428418456
3.310737767,0.304131425
3.350344804,0.317736405
3.350344804,0.403531444
3.40374541,0.630974089
3.461720822,2.045729391
3.515615066,42.18648126
3.55650612,1.856158245
3.55650612,0.552532133
3.584082154,0.331841392
3.606863369,0.239235961
3.632950802,0.227043358
3.663437548,0.326376093
3.663437548,0.614168879
3.696192391,0.872899502
3.728694333,0.972654375
3.759764878,0.945924559
3.790901675,0.950021489
3.790901675,1.048829948
3.820786369,1.167738192
3.846415069,1.806939484
3.866423385,4.010753888
3.879567026,1.968922529
3.879567026,0.286705752
3.886427105,0.106172221
3.889038108,0.039771006
3.892110488,0.018651799
3.895016469,0.018080564
3.895016469,0.023069649
3.896836699,0.026671117
3.897836494,0.011363691
3.898316605,0.005571628
3.898750406,0.006458258
3.898750406,0.00263555
3.899084342,0.002173471
3.899215925,0.001712588
3.899358767,0.001316714
3.8994011,0.000730474
3.8994011,0.00058185
3.899424929,0.000814232
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
3.899424929,inf
