dist,radius
1.508,214.7225668
1.512,189.3203537
1.515,168.9792847
1.518,154.5678735
1.522,145.3288374
1.525,136.781887
1.528,129.7778315
1.531,125.4295813
1.535,124.1691944
1.538,125.7325963
1.541,125.9510086
1.544,129.3105919
1.548,136.356226
1.551,146.8085431
1.554,159.6308611
1.558,173.9838303
1.561,197.1342713
1.565,231.0328194
1.568,272.7824727
1.571,307.3987565
1.575,367.1987174
1.579,346.9481254
1.582,93.09505159
1.586,391.0030764
1.589,376.8446067
1.593,352.3520976
1.596,300.0761518
1.6,254.3285867
1.603,222.4251619
1.607,202.0563622
1.61,185.3799999
1.614,170.953551
1.617,160.1759888
1.621,153.2612904
1.624,149.5325529
1.627,145.2509335
1.631,142.4693609
1.634,141.4823607
1.638,142.1865532
1.641,144.2888264
1.645,145.7652922
1.648,149.2753116
1.652,155.2543626
1.655,163.5706155
1.659,173.6723092
1.662,184.0748304
1.666,200.5464314
1.67,224.2909077
1.673,254.2788018
1.677,285.4131974
1.681,333.2636684
1.684,395.3700637
1.688,395.1492453
1.692,100.5190946
1.696,234.6816417
1.699,408.6118437
1.703,391.9342513
1.706,328.9179269
1.71,279.0587368
1.713,246.6897847
1.717,221.1283881
1.72,198.6493499
1.724,180.8732886
1.727,167.9365873
1.73,158.9408326
1.734,149.9200981
1.737,141.2913419
1.74,133.3500796
1.743,126.2745811
1.746,120.0177142
1.749,114.3322377
1.752,107.403762
1.755,99.7469602
1.758,92.5730988
1.761,86.92851031
1.764,81.93459136
1.767,77.0453506
1.769,73.26919407
1.772,71.14446201
1.774,70.59856375
1.777,69.34382551
1.78,69.33621823
1.782,70.88887417
1.785,73.98892864
1.787,78.34213664
1.79,82.58601504
1.793,89.99691433
1.796,101.2014812
1.798,115.8027693
1.801,131.9360063
1.804,154.1256704
1.807,186.8225525
1.81,223.2751034
1.813,219.6922445
1.816,107.184546
1.819,149.4011809
1.822,373.8900085
1.825,400.2965489
1.828,373.8456644
1.831,354.8876691
1.835,332.9993963
1.838,320.8199033
1.841,318.5819653
1.845,323.4145862
1.848,331.7748095
1.852,339.6030399
1.855,351.7581327
1.859,366.4390388
1.863,381.0131473
1.866,393.3998235
1.87,406.5055429
1.874,419.9558967
1.877,429.6865226
1.881,430.4993151
1.885,420.1203647
1.889,415.8685756
1.892,397.0785962
1.896,365.5744255
1.9,331.1972275
1.904,302.0625362
1.907,281.1393702
1.911,258.2361281
1.915,238.3441985
1.919,224.1852232
1.923,215.8794003
1.926,206.4196274
1.93,199.5903658
1.934,196.2446307
1.937,196.2423976
1.941,198.6109833
1.945,200.0518497
1.948,204.2928708
1.952,211.1070831
1.955,219.6248509
1.959,229.1737504
1.962,240.6485828
1.965,257.9597747
1.969,282.9444854
1.972,314.3105721
1.975,341.1244994
1.978,369.1561297
1.982,309.4876935
1.985,19.30615438
1.988,222.3468494
1.991,237.0467339
1.994,226.6811846
1.997,194.8962456
2,165.3165483
2.003,144.193302
2.006,130.4687774
2.009,118.5103379
2.012,108.0183783
2.015,99.53717987
2.017,93.14634111
2.02,88.57383134
2.023,84.32956168
2.026,80.24749287
2.028,76.7550882
2.031,74.19945923
2.034,72.65032501
2.036,70.88555717
2.039,69.56739976
2.041,68.97775056
2.044,69.19812103
2.047,70.13911512
2.049,70.766795
2.052,72.42663032
2.055,75.26858467
2.057,79.15560017
2.06,83.78959348
2.063,88.72312043
2.065,96.38794444
2.068,107.43143
2.071,121.4674481
2.073,135.472508
2.076,155.8357728
2.079,168.1219
2.081,83.51934195
2.084,89.3587214
2.087,135.6303437
2.09,143.4088045
2.092,125.9932839
2.095,107.6658271
2.097,95.09962413
2.1,87.88272759
2.103,81.26338776
2.105,76.53625911
2.108,74.10460132
2.11,73.73517131
2.113,74.79449468
2.116,75.13860285
2.118,76.89612532
2.121,79.78992908
2.124,83.14546495
2.127,86.28348234
2.129,89.73481556
2.132,93.7320151
2.135,97.69933471
2.138,101.0150368
2.141,103.4205009
2.144,106.017485
2.147,108.2949523
2.15,109.768257
2.153,110.0338267
2.156,109.0660233
2.159,108.7546291
2.162,107.0598941
2.165,104.1682333
2.168,100.9707034
2.171,98.40372127
2.174,96.12221974
2.178,94.00509505
2.181,92.74688571
2.184,92.65322673
2.187,93.54439142
2.19,93.75234479
2.193,95.11680531
2.197,97.65081691
2.2,101.0303844
2.203,104.8567184
2.206,109.0064517
2.21,115.0425321
2.213,123.1682653
2.217,133.063667
2.22,143.9272724
2.223,156.7697726
2.227,175.6249292
2.23,201.6781104
2.233,233.1032034
2.237,261.1730176
2.24,309.9952172
2.243,348.9703303
2.247,146.1213655
2.25,395.3011412
2.253,485.6314352
2.256,496.692468
2.26,405.6574271
2.263,315.1261265
2.266,247.1802976
2.269,200.3960706
2.272,174.1107851
2.275,146.5603099
2.278,124.4685736
2.281,110.0888078
2.284,102.2887356
2.286,94.5347517
2.289,89.24238691
2.292,86.95629953
2.295,87.44399699
2.297,89.90147192
2.3,91.17421679
2.303,94.86067343
2.306,100.3521517
2.308,105.826584
2.311,109.477653
2.314,115.1030095
2.317,119.4402621
2.319,121.6023661
2.322,122.3157343
2.325,123.0081979
2.328,122.8125237
2.33,123.4113247
2.333,125.6390007
2.336,129.5754033
2.339,132.5689094
2.342,136.9966402
2.344,144.2119005
2.347,151.7390623
2.35,157.8246826
2.353,157.9211122
2.355,157.5306252
2.358,152.2306901
2.361,143.4889093
2.363,133.233288
2.366,123.0841592
2.368,114.9231045
2.371,104.4551856
2.374,93.79548238
2.376,85.21649935
2.379,79.4598428
2.381,74.58313247
2.383,70.72991941
2.386,68.11863889
2.388,66.43695901
2.39,64.70842848
2.393,63.1696089
2.395,62.21977072
2.398,60.95066017
2.4,60.77786429
2.402,62.91717102
2.405,64.56210339
2.407,68.14602593
2.41,74.11776565
2.412,82.42807933
2.414,92.09577731
2.417,103.8826556
2.42,119.9971371
2.422,125.579426
2.425,65.14682626
2.427,51.45872407
2.43,145.61572
2.433,158.6667167
2.435,138.8995528
2.438,120.7982407
2.441,108.9363865
2.443,99.30286161
2.446,91.10170999
2.449,84.83109781
2.451,80.4446606
2.454,77.57748038
2.456,74.53066293
2.459,71.78799569
2.461,69.38281654
2.464,67.2755682
2.466,65.39457932
2.469,63.66060339
2.471,61.51640769
2.473,59.10013015
2.476,56.79063145
2.478,54.94596912
2.48,53.20502779
2.483,51.49110971
2.485,50.16734636
2.487,49.46580037
2.489,49.40376065
2.492,49.03222286
2.494,49.26038475
2.496,50.21965893
2.498,51.82395268
2.5,53.81778262
2.503,55.72808398
2.505,58.65600319
2.507,62.50558547
2.51,66.85517542
2.512,71.20705898
2.514,75.96815119
2.517,82.29334184
2.519,90.05499106
2.522,98.56472327
2.524,106.9703109
2.527,116.6196808
2.529,129.4787589
2.532,145.3716185
2.535,163.0271847
2.537,180.6796113
2.54,202.5425734
2.543,232.7889992
2.546,272.543351
2.549,319.7117132
2.552,367.4559087
2.555,442.1402628
2.558,550.3395205
2.561,671.3952674
2.565,663.9519107
2.568,318.2501303
2.571,431.8073572
2.575,1054.853692
2.578,1119.883862
2.582,1040.827181
2.585,981.4828568
2.588,910.5892174
2.592,865.7159219
2.595,848.0074559
2.599,847.7723123
2.602,848.5634576
2.606,853.0926839
2.609,843.8505846
2.612,799.608223
2.616,721.4082459
2.619,632.796205
2.622,575.9279763
2.625,496.6259803
2.628,414.1561946
2.631,345.4107594
2.634,293.8714194
2.637,259.7558345
2.64,223.187838
2.643,190.3737397
2.646,164.9020211
2.649,146.6902459
2.652,132.5012056
2.654,118.575703
2.657,106.5621198
2.66,97.35578203
2.662,90.85927162
2.665,84.76344904
2.668,79.0566831
2.67,74.26487663
2.673,70.6955116
2.675,68.2952484
2.678,65.71067874
2.68,63.40208592
2.682,61.54497746
2.685,60.20690759
2.687,59.31389797
2.689,58.31091931
2.691,57.37788262
2.694,56.54179458
2.696,55.87858077
2.698,55.48789357
2.7,55.06464365
2.702,54.89961625
2.705,55.27980538
2.707,56.36055109
2.709,58.11119185
2.711,59.4513248
2.714,62.04998283
2.716,66.09347023
2.718,71.35822241
2.721,77.24195864
2.723,83.8164192
2.726,93.47709384
2.728,106.1348893
2.73,120.2058902
2.733,133.294039
2.735,151.8008086
2.738,175.459088
2.741,203.2523587
2.743,232.8217626
2.746,261.7944676
2.749,300.8901963
2.751,354.152865
2.754,404.0758457
2.757,340.3539633
2.76,46.54451283
2.763,244.0770291
2.766,353.3724559
2.769,313.5857072
2.772,263.9204887
2.775,231.0199169
2.778,207.7721577
2.781,187.895633
2.784,174.2866844
2.787,166.7377288
2.79,163.4606738
2.793,158.3478086
2.796,155.0788531
2.799,152.2191692
2.802,148.0080931
2.804,142.0289756
2.807,138.310788
2.81,131.5864766
2.813,123.543406
2.816,116.8149804
2.819,112.8044334
2.822,108.6058246
2.825,105.9096484
2.828,105.6283002
2.831,107.9204555
2.834,112.244129
2.837,115.2276593
2.841,121.6350652
2.844,131.2490785
2.847,142.1096977
2.85,151.3008785
2.853,163.9812459
2.856,176.6447232
2.859,185.5147014
2.863,189.1117975
2.866,189.3318024
2.869,190.2338412
2.873,189.5928684
2.876,188.9265466
2.879,189.21812
2.883,190.4089152
2.886,191.0529998
2.89,192.4887366
2.893,194.0020045
2.896,194.5430819
2.9,193.6149106
2.903,193.5004217
2.907,191.8108226
2.91,188.9334328
2.914,186.3552196
2.917,185.5804099
2.921,184.223798
2.924,185.0190816
2.928,189.5211602
2.931,198.3066782
2.935,210.8325848
2.939,221.8014052
2.942,241.7381513
2.946,272.5308109
2.95,312.8255832
2.953,355.7706388
2.957,425.5542707
2.961,537.6374373
2.965,702.626651
2.969,894.1754114
2.972,1044.091043
2.976,1376.601163
2.98,1791.490548
2.984,2151.66209
2.988,2310.290986
2.992,2293.246111
2.996,2328.027248
3,2257.362612
3.004,2141.042571
3.009,2032.364088
3.013,1945.184901
3.017,1862.114384
3.021,1773.527132
3.025,1680.782334
3.03,1583.406397
3.034,1475.638575
3.038,1400.702333
3.042,1284.102852
3.047,1135.733673
3.051,988.5594653
3.055,864.5338669
3.059,784.0763787
3.063,690.0279491
3.067,600.7723749
3.071,528.4152527
3.075,474.1042032
3.079,433.3551423
3.083,390.5828601
3.087,350.9298971
3.091,318.4830757
3.095,294.2471212
3.099,275.0467557
3.103,255.8795468
3.106,239.826878
3.11,228.7818156
3.114,222.8231535
3.118,216.1000401
3.122,212.0278321
3.126,211.4427401
3.13,214.0688943
3.134,218.733355
3.138,222.1224761
3.142,228.3204291
3.146,236.0265178
3.15,242.8113031
3.154,246.7292466
3.158,252.540657
3.162,255.8165549
3.167,255.2802973
3.171,251.8616734
3.175,248.0838643
3.179,244.5396766
3.183,241.0117954
3.187,239.8582814
3.191,242.8005711
3.195,250.2581176
3.199,255.5496877
3.203,268.5059739
3.207,291.4234109
3.211,323.7520846
3.214,358.0130991
3.218,409.2987011
3.221,456.8483531
3.225,298.8276151
3.228,206.8278222
3.232,396.3284049
3.235,445.7266271
3.239,389.4362114
3.242,326.8766934
3.245,282.4667338
3.248,254.3393469
3.252,232.1127212
3.255,212.7239055
3.258,197.9153968
3.262,188.0909673
3.265,182.6788161
3.268,176.4552949
3.272,172.4386123
3.275,171.4220334
3.278,173.6149564
3.282,178.6503143
3.285,182.6639233
3.288,191.250015
3.291,205.0796535
3.295,223.2424086
3.298,242.543815
3.301,272.3783152
3.304,318.8976638
3.307,387.5014047
3.31,468.9801556
3.312,526.4037057
3.315,694.2239185
3.318,916.3122581
3.32,953.7460024
3.323,766.1565318
3.325,600.4012264
3.328,500.5954404
3.33,398.5930002
3.332,312.6400861
3.334,249.1695456
3.336,204.8562562
3.338,174.4210465
3.34,143.3798108
3.342,115.3867685
3.344,93.05276178
3.345,76.57937029
3.347,65.44378357
3.349,54.0109363
3.35,44.39605981
3.352,37.64103525
3.353,33.44283555
3.355,29.92149731
3.356,26.97943905
3.358,24.90588586
3.359,23.68924051
3.36,23.11209622
3.361,22.28557405
3.363,21.76357881
3.364,21.49242129
3.365,21.33783681
3.367,21.16947296
3.368,21.09473097
3.369,20.90531987
3.371,20.58583269
3.372,20.24432964
3.373,20.0149321
3.375,19.73959597
3.376,19.57256218
3.377,19.63781119
3.379,19.96742329
3.38,20.48701934
3.381,20.9047774
3.383,21.64048521
3.384,22.5984244
3.385,23.59576843
3.387,24.54753979
3.388,25.49666779
3.389,26.76246685
3.391,28.47566554
3.392,30.70570389
3.394,33.44950957
3.396,35.87109319
3.397,39.85107016
3.399,45.72102986
3.401,53.26932174
3.403,61.00362061
3.405,71.25663181
3.407,78.65954895
3.409,44.32491385
3.411,53.24007606
3.413,89.65872039
3.415,99.87741061
3.417,89.1395593
3.419,76.120942
3.421,66.48966847
3.424,60.1875434
3.426,55.47880131
3.428,51.28371399
3.43,48.08773614
3.432,46.04097569
3.434,45.01997661
3.437,43.74409572
3.439,43.05714988
3.441,43.04850546
3.443,43.59577213
3.445,44.43599271
3.447,45.16257558
3.45,46.30358537
3.452,47.67997622
3.454,49.06552192
3.456,50.37980298
3.458,51.74892094
3.461,53.54051737
3.463,55.86340041
3.465,58.65566822
3.468,61.6960333
3.47,64.55879969
3.473,68.63740501
3.475,73.7981653
3.477,79.37310904
3.48,84.50983573
3.482,90.39160731
3.485,97.42866948
3.488,104.8328194
3.49,111.7126145
3.493,117.7594827
3.496,123.9804767
3.499,131.3558164
3.501,139.8570788
3.504,148.8958924
3.507,157.3272162
3.51,166.5273441
3.513,177.5331398
3.516,187.73123
3.52,193.1589099
3.523,192.0447052
3.526,194.1224686
3.529,188.99207
3.532,177.1162022
3.535,162.9048681
3.539,150.3422605
3.542,140.5241746
3.545,129.9182334
3.548,120.7576811
3.551,114.3184667
3.553,110.5801937
3.556,106.3227183
3.559,103.1472253
3.562,101.252508
3.565,100.3947682
3.568,100.0833239
3.571,99.62900036
3.574,99.35874463
3.577,98.92822019
3.58,98.21792957
3.583,97.47744932
3.586,96.95655425
3.589,96.4388985
3.592,96.59942115
3.595,98.03952611
3.598,100.9907377
3.601,102.9392881
3.604,107.5694245
3.608,115.4962342
3.611,126.4319825
3.614,138.9733404
3.617,154.1563283
3.62,177.3988289
3.624,209.2258093
3.627,245.1926741
3.63,276.1908367
3.634,328.4253074
3.637,389.6606231
3.641,441.934164
3.644,468.3187526
3.648,472.7399836
3.651,482.3056285
3.655,478.8258608
3.659,468.2128767
3.662,456.2635116
3.666,445.8952233
3.67,436.6151265
3.673,426.6252061
3.677,417.8335393
3.681,412.1557614
3.685,411.2319889
3.689,408.4088425
3.692,411.0055578
3.696,422.2493302
3.7,444.1550434
3.704,476.0458237
3.707,508.7812508
3.711,564.002804
3.715,618.6601823
3.718,510.2038418
3.722,75.02553674
3.725,292.1067039
3.728,394.8281049
3.732,328.0565055
3.735,262.6256866
3.739,221.555803
3.742,194.8902982
3.745,171.4151941
3.748,154.9277508
3.752,145.4688012
3.755,141.3694832
3.758,135.4162351
3.761,132.3477759
3.765,131.9849163
3.768,133.3867138
3.771,135.2116176
3.774,137.2620832
3.778,139.6547053
3.781,141.3107563
3.784,141.7111536
3.788,141.2920599
3.791,141.1885221
3.794,140.3675244
3.798,139.3762884
3.801,138.7240435
3.805,138.5523401
3.808,138.043932
3.811,138.1533306
3.815,139.0590675
3.818,140.7486243
3.822,143.1564311
3.825,145.291348
3.829,148.9030229
3.832,154.329094
3.835,161.3271876
3.839,169.0573874
3.842,176.4562702
3.846,186.9876119
3.85,199.3771703
3.853,210.4761737
3.857,217.4375455
3.86,227.4279701
3.864,234.4153085
3.868,236.9291826
3.872,236.6763288
3.876,236.7125027
3.879,235.9686906
3.883,237.00676
3.887,241.8497046
3.891,251.2064663
3.895,264.2412677
3.899,275.7291578
3.902,295.9401088
3.906,325.3473772
3.91,360.5905135
3.914,395.1628847
3.918,443.8074635
3.922,507.6521948
3.926,578.6955826
3.931,640.36792
3.935,681.1693872
3.939,738.7723344
3.943,788.380808
3.947,824.0059181
3.952,846.2348686
3.956,860.4189131
3.96,877.0325193
3.964,892.1663835
3.969,905.6884731
3.973,916.2503351
3.978,922.9141837
3.982,928.804911
3.986,934.5852404
3.991,940.5283145
3.995,948.4947756
4,960.9985261
4.004,973.3128313
4.009,995.0373248
4.013,1030.577831
4.018,1081.707554
4.022,1146.582517
4.027,1205.02689
4.032,1305.323566
4.036,1458.255771
4.041,1659.474246
4.046,1873.67464
4.05,2232.532901
4.055,2803.365145
4.06,3618.579604
4.064,4413.467893
4.069,4387.507942
4.074,3524.514761
4.079,1340.096807
4.084,4970.929631
4.088,5453.183951
4.093,5271.258956
4.098,4885.815199
4.103,4597.752186
4.107,4521.87693
4.112,4674.869826
4.117,4997.814759
4.121,5156.173297
4.126,5092.149415
4.131,2987.412878
4.135,1424.972954
4.14,3491.986588
4.144,4285.588738
4.148,4012.892971
4.152,3595.182745
4.157,3309.973748
4.161,3148.679048
4.165,2925.952175
4.169,2742.413289
4.172,2553.946235
4.176,2333.79005
4.18,2104.402627
4.183,1936.026421
4.187,1719.092225
4.19,1505.605169
4.193,1337.92488
4.197,1257.622954
4.2,1146.137077
4.203,1033.124443
4.206,953.6998303
4.209,883.4128292
4.212,748.1816557
4.214,612.4961103
4.217,500.5782422
4.22,406.4441417
4.222,329.874338
4.225,270.1455566
4.227,231.6574899
4.23,187.4819277
4.232,147.9883401
4.234,119.6387947
4.237,101.6347967
4.239,89.30785412
4.241,79.13513798
4.243,71.95523509
4.245,67.21970825
4.247,62.71036489
4.248,59.25135301
4.25,56.50709727
4.252,52.16577359
4.254,48.03862621
4.256,46.60173647
4.258,45.77029531
4.26,45.55583716
4.262,46.09866815
4.264,47.35451085
4.266,49.13633221
4.268,50.6269855
4.27,53.13485926
4.272,56.51445864
4.274,60.11763791
4.277,62.9900398
4.279,66.37501726
4.281,69.16673678
4.283,69.90318226
4.286,68.41755491
4.288,66.1428516
4.29,64.84038136
4.292,63.01524421
4.295,61.8570956
4.297,62.13039478
4.299,64.04308749
4.302,64.62897403
4.304,67.49883703
4.307,73.31055754
4.309,82.17461628
4.312,92.84652503
4.314,106.1747663
4.317,123.1692464
4.319,112.9360607
4.322,15.57999156
4.325,111.9182398
4.328,165.9563967
4.33,160.4676463
4.333,142.6427653
4.336,130.1317568
4.339,124.0513222
4.342,117.3362988
4.345,114.020985
4.348,114.4513959
4.35,118.1712492
4.353,124.137451
4.356,129.0432846
4.359,137.9248584
4.363,150.3572045
4.366,164.2521686
4.369,176.71677
4.372,192.7965196
4.375,210.5469092
4.379,225.5003961
4.382,232.8623893
4.385,231.7475321
4.389,233.80757
4.392,227.6918927
4.396,214.8127694
4.399,200.0339243
